Advertiser_ID,Advertiser_Name,Public_IDs_List,Regions,Elections,Total_Creatives,Spend_USD,Spend_EUR,Spend_INR,Spend_BGN,Spend_CZK,Spend_DKK,Spend_HUF,Spend_PLN,Spend_RON,Spend_SEK,Spend_GBP,Spend_NZD,Spend_ILS,Spend_AUD,Spend_TWD,Spend_BRL,Spend_ARS,Spend_ZAR,Spend_CLP
AR17733071485804740609,Kristendemokraterne,,DK,,18,0,9900,0,0,0,73500,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07248430110036983809,ΔΕΛΑΤΟΛΑΣ ΤΖΩΡΤΖΗΣ,,GR,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04341101017195085825,CELESTE CAIRNS FOR CONGRESS,FEC ID C00698431,US,,1,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09060622119552942081,Atte Savelainen,,"AT, BE, DE, DK, ES, FI, FR, IE, IT, LU, NL, SE",,51,0,7750,0,0,0,500,0,0,0,1000,0,0,0,0,0,0,0,0,0
AR13490289004523814913,FRIENDS OF JESSICA FLORIO,EIN ID 88-0656638,US,,8,27300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17725177542073122817,ELEICAO 2022 KARLA BATISTA CABRAL SOUZA DEPUTADO ESTADUAL,,BR,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0
AR07774054255035416577,Jennifer Lesley Ware,,AU,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0
AR12438987456932478977,"Green Hat, LLC",EIN ID 46-2552715,US,,1,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13442428019280969729,Gungurstein For Senate,FEC ID C00816702,US,,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04887119797218705409,STAVENS FOR CT,EIN ID 87-4395829,US,,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07968545801720823809,Bruno de Castro Engler FLorencio de Almeida,,BR,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9500,0,0,0
AR10234811786813505537,FRIENDS OF JEFF OLSOMMER,EIN ID 99-0926351,US,,12,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13538257054711414785,ELEIÇÃO 2022 RITA DE CASSIA SOUZA CARVALHO DEPUTADA FEDERAL,,BR,,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,0,0,0
AR10613710674930434049,PRIORITIES USA ACTION,EIN ID 37-1635320,US,,4237,7974400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14919371202546892801,OFIR SOFER,,IL,,16,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0
AR00693738820050354177,Kootenai County Republican Central Committee,Registered in US-ID ,US,,1,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10191537173807759361,ELEICAO 2022 THIAGO DE ARAUJO MACIEIRA MANZONI DEPUTADO DISTRITAL,,BR,,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41500,0,0,0
AR16060311672543248385,"WELD 2020 PRESIDENTIAL CAMPAIGN COMMITTEE, INC.",FEC ID C00700906,US,,15,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05073911704492965889,Κωνσταντίνος Μπογδάνος,,GR,,5,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01732175634920112129,ELEICAO 2022 ICARO FRANCIO SEVERO DEPUTADO FEDERAL,,BR,,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65500,0,0,0
AR04641663103447072769,Severočeši.cz,,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK",,21,0,1550,0,100,40500,500,20000,250,250,1000,0,0,0,0,0,0,0,0,0
AR17569017547712364545,DIGICO LLC,EIN ID 82-0809036,US,,17,48900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07929062545325817857,MICHELLE L SMITH FOR SENATE,FEC ID C00724328,US,,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02448146477004881921,Bündnis 90/ Die Grünen Mecklenburg-Vorpommern,,"AT, BE, BG, CZ, DE, DK, ES, FR, GR, HR, HU, IT, NL, PL, PT, SE",,2,0,5000,0,0,0,0,20000,250,0,0,0,0,0,0,0,0,0,0,0
AR08578770769406853121,ELEICAO 2022 EDSON COELHO ARAUJO FILHO DEPUTADO FEDERAL,,BR,,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25500,0,0,0
AR07189001609634906113,Aridelmo José Campanharo Teixeira,,BR,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500,0,0,0
AR07066892253435789313,ELEICAO 2022 MAGNO ZANELLATO DEPUTADO FEDERAL,,BR,,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500,0,0,0
AR00299376743997767681,Moderate Party Independent Fund,FEC ID C00822379,US,,57,231000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15853146089684205569,"A BETTER WISCONSIN TOGETHER INSTITUTE, INC.",EIN ID 84-4321571,US,,2,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR16049198908521316353,Asher Agency Inc,EIN ID 35-1322698,US,,5,5300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07726862563136241665,ELEICAO 2022 SEBASTIAO NOBRE GUIMARAES JUNIOR DEPUTADO FEDERAL,,BR,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0
AR00955238522342604801,COALITION TO GROW SAN FRANCISCO - GROW SF PAC,EIN ID 85-3119163,US,,4,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02022923274224140289,AfD-Fraktion im Deutschen Bundestag,,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK",,32,0,33450,0,100,1500,500,20000,250,250,1000,0,0,0,0,0,0,0,0,0
AR06957526030844166145,ELEICAO 2022 VICENTE JOAQUIM BOGO GOVERNADOR,,BR,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,0,0,0
AR00545351479544774657,MEADOWS FOR EL CITY COUNCIL,EIN ID 93-1794364,US,,3,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08659549174280224769,EILEEN ONEILL BURKE FOR STATES ATTORNEY,EIN ID 93-2361438,US,,5,56200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10714538914854469633,JUST THE TRUTH POLITICAL ACTION COMMITTEE,FEC ID C00747097,US,,166,502100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11660197014427140097,THE PARTNERSHIP PROJECT INC,EIN ID 52-2192070,US,,2,18100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02959340356522475521,RENEE SWANN FOR CONGRESS,FEC ID C00732149,US,,11,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05609883215981445121,Eleicao 2022 Erica de Cassia Costa Ferreira Deputado Estadual,,BR,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0
AR06948627683240574977,LUIS RICARDO SALDANHA NICOLAU,,BR,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,0,0,0
AR06147888892700786689,TERRY CLAYTON FOR THE HOUSE,EIN ID 82-4729403,US,,6,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14614656192157319169,GINA FANT-SIMON,,US,,8,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09190070440989556737,SHIRLEY WEBER FOR SECRETARY OF STATE 2022,Registered in US-CA 1435477,US,,2,22900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13099743264611762177,Plan A Global Media B.V.,,"AT, BE, CZ, DE, DK, ES, FI, GR, IT, LU, NL, PL, PT, SE",,2,0,50,0,0,1500,500,0,250,0,1000,0,0,0,0,0,0,0,0,0
AR18145478300015788033,COMMITTEE TO ELECT JEFFRION AUBRY,EIN ID 11-3080480,US,,3,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07934231005890609153,Vänsterpartiet Västra Götaland,,SE,,2,0,5600,0,0,0,0,0,0,0,60000,0,0,0,0,0,0,0,0,0
AR02470699796952776705,CITIZENS FOR GIANNOULIAS,EIN ID 20-4853891,US,,40,91200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05380393149032038401,ELEICAO 2022 JEFERSON RODRIGUES LEMOS DEPUTADO FEDERAL,,BR,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0
AR02617242466184593409,Gangadhar Veerla,,IN,,2,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17742908885057929217,DEFEND ALASKA ELECTIONS,Registered in US-AK ,US,,22,8200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15071607211706810369,Network18 Media and Investments Limited,,IN,,97,0,0,5596250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00201700494672920577,Szövetség – Magyarok. Nemzetiségek. Régiók. ALIANCIA – Maďari. Národnosti. Regióny,,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK",,269,0,36750,0,100,1500,500,2120000,250,250,1000,0,0,0,0,0,0,0,0,0
AR16331117228936134657,mytic myticket AG,,"AT, BE, CZ, DE, DK, ES, FI, FR, GR, HR, HU, IE, IT, LU, LV, NL, PL, PT, RO, SE",,681,0,950,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0
AR10336149684736753665,Udenrigsministeriet,,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK",,11,0,54900,0,100,1500,407000,20000,250,250,1000,0,0,0,0,0,0,0,0,0
AR14817905864354037761,CELIA CAMARGO LEAO EDELMUTH,,BR,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,0,0,0
AR04297864440419713025,Friends of Steve Descano,Registered in US-VA CC1800369,US,,20,4900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11777388426913906689,FRIENDS OF SARA LIND,Registered in US-NY C10535,US,,1,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03473171895715627009,JOE FROM TEXAS INC,EIN ID 92-3308172,US,,4,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07875019349797371905,Friends of Danica Roem,Registered in US-VA CC1600452,US,,5,13600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04953590566517473281,COMMITTEE TO ELECT TEDRA COBB,FEC ID C00649061,US,,9,23900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17296615947112546305,ELEICAO 2022 MORONI BING TORGAN DEPUTADO FEDERAL,,BR,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0
AR02980966238412341249,Poovitha J,,IN,,35,0,0,38500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07344983964148301825,PP+Cs,,"ES, FR, IT, NL, PT",,14,0,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09379724377030918145,COMMITTEE TO ELECT KIM MANGONE FOR CONGRESS,FEC ID C00709550,US,,10,8300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01943984249224822785,Maximilian Krah,,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LU, NL, PL, PT, RO, SE, SI, SK",,19,0,3300,0,0,1500,500,20000,250,0,1000,0,0,0,0,0,0,0,0,0
AR06895486430844289025,CITIZENS FOR STEPHANIE KUNZE,EIN ID 82-2016430,US,,25,18600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07122860144068657153,MAINE REPUBLICAN PARTY,FEC ID C00003111,US,,3,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR18024105307369635841,RIEBE FOR CONGRESS,FEC ID H4UT02304,US,,2,7800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR18428360651609997313,RE-ELECT NOREEN KOKORUDA,EIN ID 83-1323643,US,,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15994516381341057025,Balram Ahirwar,,"CZ, DE, DK, FR, IE, IN, NL, SE",,7678,0,0,12314250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00191255237288263681,NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE,EIN ID 14-1753654,US,,122,20600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06652534149682823169,Planned Parenthood Great Plains Votes,EIN ID 43-1621500,US,,11,19200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03449312424673411073,OKLAHOMA PROJECT,EIN ID 85-4003935,US,,15,132900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03348441647393275905,Таргет Медия Груп,,"AT, BE, BG, CY, CZ, DE, DK, ES, FI, FR, GR, HU, IE, IT, LU, NL, PL, RO, SE",,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR18081711229809721345,ELEICAO 2022 GERSON DOS SANTOS PIRES DEPUTADO ESTADUAL,,BR,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182500,0,0,0
AR11984554009772949505,KYLE SMITH VOTE FOR,EIN ID 84-4929414,US,,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06805051771258404865,Winsome PAC,Registered in US-VA ,US,,4,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01554259054224736257,CFMEU Construction & General Division National Office,,AU,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,14550,0,0,0,0,0
AR15082610746120470529,ELEICAO 2022 MAYARA OLIVEIRA TORRES DA SILVA DEPUTADO ESTADUAL,,BR,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0
AR17627037745517953025,Vincenzo Barbagallo,,IT,,10,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07042280716440174593,Epithymia d.o.o.,,"AT, BE, CZ, DE, DK, FR, HR, HU, IE, IT, NL, PL, SE, SI",,2,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR16582729229318225921,GEORGIA BALANCE,FEC ID C00764779,US,,8,354300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07467196743159906305,Edmunds Teresa,,US,,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05825817438431739905,ARIEL KELLEY FOR ASSEMBLY 2024,EIN ID 93-4404469,US,,1,17600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13502267084196806657,FRIENDS OF SURAJ PATEL,EIN ID 84-2974842,US,,75,31400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13227547506927206401,AMERICA'S LIBERTY PAC,FEC ID C00532572,US,,104,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10429834157096960001,Friends of Edgar Gonzalez Jr,Registered in US-IL 35804,US,,2,20100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01780059606827925505,Pablo Aurino Ramos Araujo,,BR,,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6500,0,0,0
AR10263316522684383233,Arun Kumar Sharma,,IN,,1,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08057415134705876993,"FRIENDS OF ANTHONY A. SCARPINO, JR.",Registered in US-NY C06080,US,,5,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11687836125409312769,Encuentro Marplatense,,AR,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255000,0,0
AR00167108587552768001,RANDY BRYCE FOR CONGRESS,FEC ID C00647537,US,,50,22700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07018074280759918593,FRIENDS OF JESS KING,,US,,5,8400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03402540093381017601,Lamont Robinson For Alderman,Registered in US-IL 38916,US,,6,12600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08664556659470761985,"RTBIQ, INC",EIN ID 47-1014571,US,,63,12800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12762279575266787329,好多樂生活科技有限公司,,TW,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0
AR17157723989024440321,ELEICAO 2022 DANIELE MAZUQUELI ALONSO DEPUTADO ESTADUAL,,BR,,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10500,0,0,0
AR05503228732661301249,Committee to Elect Carden Summers,EIN ID 32-0617773,US,,3,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06518253405922656257,ERIC EARLY FOR U.S. SENATE 2024,FEC ID C00837526,US,,5,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14216087625135030273,Flax for Delegate,Registered in US-VA CC2100317,US,,2,12700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11936643065470517249,FRIENDS OF MARK WARNER,FEC ID C00438713,US,,61,587500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR18262433248783106049,RON DESANTIS FOR PRESIDENT,FEC ID C00841130,US,,166,84400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00328782838885253121,Terri Butler,,AU,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0
AR04859859399272824833,MEDICARE FOR ALL NOW,EIN ID 84-2862320,US,,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR18197269695730548737,Friends of Briana Sewell,Registered in US-VA CC2000407,US,,4,16500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13315908315784413185,United For Clean Power,EIN ID 47-2886137,US,,173,85900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10073393824769507329,Colorado Democratic Party,FEC ID C00161786,US,,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10059951264327794689,prakhar p sharma,,IN,,8,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02395418640980639745,HAYHURST FOR WV,EIN ID 87-4666311,US,,207,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07603592466255577089,ELEIÇÃO 2022 DIEGO ALEXSANDER GONÇALO PAULA GARCIA DEPUTADO FEDERAL,,BR,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0
AR03890741054458036225,JONES-SAWYER FOR ASSEMBLY 2020,Registered in US-CA 1414383,US,,26,29800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07402064079512141825,FRIENDS OF DOUG MASTRIANO,EIN ID 83-4316113,US,,6,23200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02949470727834697729,MAUR CONSULTING & COMMUNICATION SRL,,RO,,16,0,300,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0
AR05981868581141348353,Спаси София,,BG,,7,0,750,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00483795767740334081,ΕΡΓΑΣΤΗΡΙΟ ΤΠΕ ΉΡΩΝ,,"AT, BE, BG, CY, DE, DK, ES, FI, FR, GR, HR, IE, IT, LU, LV, MT, NL, PL, PT, RO, SE",,28,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10509331081168158721,Trust in the Mission PAC,FEC ID C00840546,US,,55,761500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13331130298356727809,SAVECALIFORNIANOW,FEC ID C00740555,US,,11,17700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09972457008072228865,Secretaría de Medios y Comunicación Pública,,AR,,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11310000,0,0
AR18336294900884045825,ELEICAO 2022 MARCELO ANDRE CID HERACLITO DO PORTO QUEIROZ DEPUTADO FEDERAL,,BR,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28000,0,0,0
AR13015015895007756289,Merako Media Pvt Ltd,,IN,,22,0,0,12250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07746666760417312769,POPULAR DEMOCRACY PAC,FEC ID C00736009,US,,5,50100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09970582546905300993,Uniunea Salvați România,,"AT, BE, BG, DE, DK, ES, FI, FR, GB, GR, HU, IE, IT, LU, NL, PT, RO, SE, SK",,3,0,450,0,0,0,500,20000,0,2000,1000,50,0,0,0,0,0,0,0,0
AR05767334724187979777,FRIENDS OF JEVIN D. HODGE,EIN ID 86-3483683,US,,4,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10118291385657327617,Tanvi Mahajan,,IN,,2,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12658932869599592449,RICK SCOTT FOR FLORIDA,FEC ID C00676965,US,,1190,1559400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08323329273104433153,SERGIO ALCUBILLA FOR CONGRESS,FEC ID C00788695,US,,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR16469624254875303937,SC Webmastery Studio SRL,,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, MT, NL, PL, PT, RO, SE, SK",,53,0,6250,0,100,1500,500,20000,250,30250,1000,0,0,0,0,0,0,0,0,0
AR14341768607418023937,ELEICAO 2022 MARCO AURELIO COSTA DEPUTADO FEDERAL,,BR,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0
AR10700524024250761217,Liam Kelly for Safety and Justice,Registered in US-IL 369878,US,,9,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10537149481265135617,"SHAW FOR PSC, INC.",Registered in US-GA C2018001174,US,,3,13900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11155891678336778241,SARAH FOR GOVERNOR,EIN ID 86-1378937,US,,35,109700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR18437367850864738305,AMERICANS FOR PROSPERITY,EIN ID 75-3148958,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, NL, PL, PT, RO, SE, SI, SK, US",,1184,3097900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10448941470164451329,Rafael Ottaiano,,BR,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0
AR09802559990311944193,MICHAEL WOOD FOR CONGRESS,FEC ID H2TX06293,US,,19,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12337727624334802945,Team Kennedy,FEC ID C00836916,US,,41,134800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02311912725715877889,Finstad for Congress,FEC ID C00807743,US,,2,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00741157561100664833,Elect Norma Hernandez,Registered in US-IL 36454,US,,18,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR18099718344054669313,DOLAN FOR OHIO,FEC ID C00831636,US,,13,83800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00603124768270450689,Marco Piantoni,,IT,,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14849834032757211137,Friends of LaPointe,Registered in US-IL 35544,US,,3,10600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01706178575834546177,STITT FOR GOVERNOR 2022,Registered in US-OK 10301,US,,101,379200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13704093885267968001,Paul F Beran,,US,,2,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02923389212512223233,Tampereen Sosialidemokraattinen Kunnallisjärjestö ry,,"BE, BG, CZ, DE, DK, EE, ES, FI, FR, GR, HU, IE, IT, LT, LV, MT, NL, PL, PT, RO, SE",,4,0,4150,0,100,0,0,20000,250,250,1000,0,0,0,0,0,0,0,0,0
AR02566840681368649729,Движение Да България,,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GB, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK",,23,0,1800,0,3400,1500,500,20000,250,250,0,50,0,0,0,0,0,0,0,0
AR06006123945089040385,Hannah Billingsley,,US,,7,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06908997229726400513,THE FUTURE OF WORK,EIN ID 84-2358850,US,,8,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00991267319361568769,FRIENDS OF LARRY TAYLOR,EIN ID 76-0552965,US,,1,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04390775543788732417,ZEST (TAS) PTY LTD,,AU,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7650,0,0,0,0,0
AR05964231967955222529,RYAN WALKER,,US,,34,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02078097661059137537,AfD Fraktion Niedersachsen,,DE,,4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15501575803593818113,Rinaldi Cesar Digilio,,BR,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0
AR05448968521025323009,Most nezavisnih lista,,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GB, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK",,699,0,33500,0,100,1500,500,20000,250,250,1000,50,0,0,0,0,0,0,0,0
AR11465777623192305665,AKULA SATYANARAYANA,,IN,,2,0,0,27000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09008469843506102273,"Clear Choice PAC, Inc",FEC ID C00868448,US,,1,10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02175604757391998977,"Komitet Wyborczy Wyborców Konrada Fijołka ""Rozwój Rzeszowa 2.0""",,"AT, BE, BG, CZ, DE, DK, ES, FR, GR, HR, HU, IE, IT, NL, PL, SE, SK",,8,0,1050,0,0,0,0,0,4750,0,1000,0,0,0,0,0,0,0,0,0
